Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2023	Actin Binding (GO:0003779)	7/183	3.528973e-06	2.682019e-04	0	0	1.247096e+01	1.565667e+02	SMTN;SYNPO2;NRAP;DMD;IQGAP2;SYNE2;SYNE1
GO_Molecular_Function_2023	Muscle Alpha-Actinin Binding (GO:0051371)	3/14	1.453766e-05	5.524312e-04	0	0	8.108141e+01	9.031470e+02	SYNPO2;NRAP;TTN
GO_Molecular_Function_2023	Alpha-Actinin Binding (GO:0051393)	3/23	6.915173e-05	1.751844e-03	0	0	4.457463e+01	4.269896e+02	SYNPO2;NRAP;TTN
GO_Molecular_Function_2023	Vinculin Binding (GO:0017166)	2/10	5.336190e-04	1.013876e-02	0	0	7.324265e+01	5.519440e+02	SYNM;DMD
GO_Molecular_Function_2023	Cadherin Binding (GO:0045296)	6/319	8.741007e-04	1.328633e-02	0	0	5.875699e+00	4.137852e+01	LAD1;AHNAK;TNKS1BP1;LRRFIP1;PPL;PLEC
GO_Molecular_Function_2023	Ankyrin Binding (GO:0030506)	2/18	1.781768e-03	2.256906e-02	0	0	3.660662e+01	2.317254e+02	OBSCN;PLEC
GO_Molecular_Function_2023	Actinin Binding (GO:0042805)	2/20	2.202676e-03	2.391477e-02	0	0	3.253595e+01	1.990576e+02	SYNPO2;TTN
GO_Molecular_Function_2023	MHC Class II Protein Complex Binding (GO:0023026)	2/25	3.438870e-03	3.266926e-02	0	0	2.545652e+01	1.444050e+02	HLA-DRB5;HLA-DRB1
GO_Molecular_Function_2023	Phosphatidylinositol-3,4,5-Trisphosphate Binding (GO:0005547)	2/36	7.044828e-03	5.948966e-02	0	0	1.721107e+01	8.528881e+01	OBSCN;IQGAP2
GO_Molecular_Function_2023	Axon Guidance Receptor Activity (GO:0008046)	1/5	1.737951e-02	1.051232e-01	0	0	7.219565e+01	2.925702e+02	HMCN2
GO_Molecular_Function_2023	Telethonin Binding (GO:0031433)	1/6	2.081953e-02	1.051232e-01	0	0	5.775362e+01	2.236142e+02	TTN
GO_Molecular_Function_2023	Alpha-Mannosidase Activity (GO:0004559)	1/6	2.081953e-02	1.051232e-01	0	0	5.775362e+01	2.236142e+02	MAN2B1
GO_Molecular_Function_2023	Nitric-Oxide Synthase Binding (GO:0050998)	1/6	2.081953e-02	1.051232e-01	0	0	5.775362e+01	2.236142e+02	DMD
GO_Molecular_Function_2023	CD4 Receptor Binding (GO:0042609)	1/7	2.424768e-02	1.051232e-01	0	0	4.812560e+01	1.790000e+02	HLA-DRB1
GO_Molecular_Function_2023	Immunoglobulin Receptor Binding (GO:0034987)	1/7	2.424768e-02	1.051232e-01	0	0	4.812560e+01	1.790000e+02	IGHA2
GO_Molecular_Function_2023	RNA Binding (GO:0003723)	10/1411	2.447910e-02	1.051232e-01	0	0	2.204259e+00	8.177658e+00	AHNAK;RRBP1;EPPK1;MAP4;HLA-A;LRRFIP1;FARSA;PLEC;SYNE1;TNS1
GO_Molecular_Function_2023	Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)	2/73	2.704996e-02	1.051232e-01	0	0	8.226595e+00	2.969858e+01	SVIL;OBSCN
GO_Molecular_Function_2023	Adenylate Cyclase Binding (GO:0008179)	1/8	2.766399e-02	1.051232e-01	0	0	4.124845e+01	1.479839e+02	AKAP12
GO_Molecular_Function_2023	Mannosidase Activity (GO:0015923)	1/8	2.766399e-02	1.051232e-01	0	0	4.124845e+01	1.479839e+02	MAN2B1
GO_Molecular_Function_2023	Cuprous Ion Binding (GO:1903136)	1/8	2.766399e-02	1.051232e-01	0	0	4.124845e+01	1.479839e+02	MUC2
GO_Molecular_Function_2023	MHC Class II Receptor Activity (GO:0032395)	1/9	3.106852e-02	1.124385e-01	0	0	3.609058e+01	1.252906e+02	HLA-DRB1
GO_Molecular_Function_2023	Filamin Binding (GO:0031005)	1/10	3.446130e-02	1.190481e-01	0	0	3.207890e+01	1.080391e+02	SYNPO2
GO_Molecular_Function_2023	Titin Binding (GO:0031432)	1/12	4.121176e-02	1.280403e-01	0	0	2.624374e+01	8.369212e+01	OBSCN
GO_Molecular_Function_2023	GTPase Inhibitor Activity (GO:0005095)	1/12	4.121176e-02	1.280403e-01	0	0	2.624374e+01	8.369212e+01	IQGAP2
GO_Molecular_Function_2023	Phosphatidylinositol Bisphosphate Binding (GO:1902936)	2/93	4.211851e-02	1.280403e-01	0	0	6.412088e+00	2.030880e+01	SVIL;OBSCN
GO_Molecular_Function_2023	Phosphatidylinositol-5-Phosphate Binding (GO:0010314)	1/16	5.457343e-02	1.574452e-01	0	0	1.924155e+01	5.595842e+01	OBSCN
GO_Molecular_Function_2023	Phosphatidylinositol Phosphate Binding (GO:1901981)	2/109	5.593447e-02	1.574452e-01	0	0	5.448873e+00	1.571223e+01	OBSCN;IQGAP2
GO_Molecular_Function_2023	Microtubule Plus-End Binding (GO:0051010)	1/19	6.447406e-02	1.750010e-01	0	0	1.603221e+01	4.395217e+01	DST
GO_Molecular_Function_2023	Low-Density Lipoprotein Particle Receptor Binding (GO:0050750)	1/22	7.427249e-02	1.946451e-01	0	0	1.373982e+01	3.572373e+01	HSPG2
GO_Molecular_Function_2023	Phosphatidylinositol-3,4-Bisphosphate Binding (GO:0043325)	1/25	8.396974e-02	2.058613e-01	0	0	1.202053e+01	2.977845e+01	OBSCN
GO_Molecular_Function_2023	Phosphatidylinositol-4-Phosphate Binding (GO:0070273)	1/25	8.396974e-02	2.058613e-01	0	0	1.202053e+01	2.977845e+01	OBSCN
GO_Molecular_Function_2023	NAD+ ADP-ribosyltransferase Activity (GO:0003950)	1/26	8.717986e-02	2.070522e-01	0	0	1.153913e+01	2.815296e+01	PARP4
GO_Molecular_Function_2023	Lipoprotein Particle Receptor Binding (GO:0070325)	1/27	9.037888e-02	2.081453e-01	0	0	1.109476e+01	2.666897e+01	HSPG2
GO_Molecular_Function_2023	Glutathione Transferase Activity (GO:0004364)	1/28	9.356685e-02	2.091494e-01	0	0	1.068331e+01	2.530960e+01	GSTO1
GO_Molecular_Function_2023	aminoacyl-tRNA Ligase Activity (GO:0004812)	1/37	1.217675e-01	2.644093e-01	0	0	8.008857e+00	1.686379e+01	FARSA
GO_Molecular_Function_2023	Pentosyltransferase Activity (GO:0016763)	1/39	1.279158e-01	2.690278e-01	0	0	7.586575e+00	1.560090e+01	PARP4
GO_Molecular_Function_2023	Phosphatidylinositol-3-Phosphate Binding (GO:0032266)	1/40	1.309741e-01	2.690278e-01	0	0	7.391676e+00	1.502547e+01	OBSCN
GO_Molecular_Function_2023	Copper Ion Binding (GO:0005507)	1/45	1.461075e-01	2.922150e-01	0	0	6.550066e+00	1.259848e+01	MUC2
GO_Molecular_Function_2023	Myosin Binding (GO:0017022)	1/54	1.726958e-01	3.365354e-01	0	0	5.435330e+00	9.545655e+00	DMD
