Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MSigDB_Hallmark_2020	Myogenesis	27/200	6.465075e-13	3.038585e-11	0	0	6.503787e+00	1.825430e+02	MYOM1;COL15A1;LAMA2;AK1;LDB3;AEBP1;ENO3;CLU;MYOM2;MYLK;DMD;MYH11;SVIL;GSN;ACTN3;ACTN2;GAA;DENND2B;SORBS1;SORBS3;SMTN;MYH2;MYH3;COL6A2;PLXNB2;COL6A3;MYH9
MSigDB_Hallmark_2020	Coagulation	15/138	1.569870e-06	3.661253e-05	0	0	4.966694e+00	6.637747e+01	SERPINA1;GSN;CFH;WDR1;VWF;LRP1;CLU;C8A;MMP9;C3;TF;CAPN2;A2M;HRG;CTSB
MSigDB_Hallmark_2020	Epithelial Mesenchymal Transition	18/200	2.336970e-06	3.661253e-05	0	0	4.041145e+00	5.240013e+01	FBN2;ECM1;POSTN;DST;LAMA2;LRP1;LAMA1;LAMA3;TNC;LAMC1;NID2;MYLK;ANPEP;COL6A2;CDH11;FLNA;COL6A3;MATN2
MSigDB_Hallmark_2020	Fatty Acid Metabolism	14/158	3.655243e-05	4.294910e-04	0	0	3.946978e+00	4.032533e+01	AOC3;ADH1C;ECI2;ECH1;EPHX1;CPOX;HSD17B4;SDHA;ENO3;ACAT2;FABP1;GRHPR;CPT2;ACAA1
MSigDB_Hallmark_2020	Interferon Alpha Response	10/97	1.352375e-04	1.271233e-03	0	0	4.641193e+00	4.134596e+01	OGFR;IFITM1;IFITM2;PNPT1;TRIM5;TAP1;HLA-C;ADAR;NCOA7;NMI
MSigDB_Hallmark_2020	Adipogenesis	13/200	1.384049e-03	7.227809e-03	0	0	2.810127e+00	1.849834e+01	ITIH5;COL15A1;LAMA4;ECH1;SORBS1;MYLK;SULT1A1;C3;CPT2;CMPK1;PDCD4;SPARCL1;PGM1
MSigDB_Hallmark_2020	Interferon Gamma Response	13/200	1.384049e-03	7.227809e-03	0	0	2.810127e+00	1.849834e+01	GBP6;OGFR;IFITM2;PNPT1;CFH;HLA-B;TAP1;ADAR;HLA-A;NMI;ICAM1;RNF213;HLA-DRB1
MSigDB_Hallmark_2020	Xenobiotic Metabolism	13/200	1.384049e-03	7.227809e-03	0	0	2.810127e+00	1.849834e+01	ITIH4;ENPEP;ADH1C;GSTO1;ECH1;EPHX1;AKR1C3;FMO3;FABP1;TKFC;HRG;PDLIM5;CES1
MSigDB_Hallmark_2020	heme Metabolism	13/200	1.384049e-03	7.227809e-03	0	0	2.810127e+00	1.849834e+01	CAST;ALDH1L1;TFRC;GLRX5;CPOX;SPTB;FTCD;ADD1;C3;SPTA1;HDGF;TNS1;CTSB
MSigDB_Hallmark_2020	Apical Junction	12/200	4.009421e-03	1.884428e-02	0	0	2.574646e+00	1.420975e+01	ACTN3;VWF;ACTN2;NRAP;CDH11;LAMA3;SIRPA;MYH9;SORBS3;MMP9;CD99;ICAM1
MSigDB_Hallmark_2020	Mitotic Spindle	11/199	1.035005e-02	3.875361e-02	0	0	2.355175e+00	1.076495e+01	AKAP13;CLIP1;GSN;DST;FLNA;MYH9;FLNB;MYO9B;PCNT;SEPTIN9;PDLIM5
MSigDB_Hallmark_2020	IL-2/STAT5 Signaling	11/199	1.035005e-02	3.875361e-02	0	0	2.355175e+00	1.076495e+01	ITIH5;ECM1;MUC1;AHNAK;GSTO1;SWAP70;COL6A1;UMPS;ENO3;CKAP4;PLEC
MSigDB_Hallmark_2020	Complement	11/200	1.071908e-02	3.875361e-02	0	0	2.342593e+00	1.062537e+01	C3;SERPINA1;CR1;CFH;LRP1;ACTN2;CP;CLU;CTSC;CTSB;LTF
MSigDB_Hallmark_2020	Hypoxia	10/200	2.632192e-02	8.247534e-02	0	0	2.113907e+00	7.689028e+00	AKAP12;GRHPR;GAA;CAVIN3;HEXA;MYH9;PCK1;ENO3;CP;PGM1
MSigDB_Hallmark_2020	Estrogen Response Late	10/200	2.632192e-02	8.247534e-02	0	0	2.113907e+00	7.689028e+00	NCOR2;SERPINA1;HSPA4L;KRT13;SORD;PDCD4;FLNB;TPSAB1;ASS1;LTF
