Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathway_2023_Human	Allograft Rejection WP2328	14/90	3.941852e-08	1.541264e-05	0	0	7.504745e+00	1.279486e+02	HLA-DRB5;LRRK2;HLA-B;HLA-C;HLA-A;C8A;C4B;C3;C4A;C7;HLA-DPB1;HLA-DRB1;HLA-DPA1;HLA-DQB1
WikiPathway_2023_Human	Striated Muscle Contraction Pathway WP383	8/38	3.188436e-06	6.233393e-04	0	0	1.075445e+01	1.361081e+02	MYOM1;MYH3;ACTN3;ACTN2;DMD;NEB;MYH6;TTN
WikiPathway_2023_Human	Focal Adhesion WP306	17/199	8.935658e-06	1.100473e-03	0	0	3.808585e+00	4.427655e+01	LAMA5;TNXB;VWF;LAMA2;LAMC3;LAMA1;LAMA4;LAMA3;TNC;LAMB1;LAMC1;MYLK;COL6A2;CAPN2;ITGA8;FLNA;FLNB
WikiPathway_2023_Human	miRNA Targets In ECM And Membrane Receptors WP2911	6/22	1.133846e-05	1.100473e-03	0	0	1.507191e+01	1.716285e+02	TNXB;LAMA4;COL6A2;COL6A1;COL6A3;LAMC1
WikiPathway_2023_Human	Amino Acid Metabolism WP3925	11/91	1.407255e-05	1.100473e-03	0	0	5.565599e+00	6.217489e+01	AOC3;TPO;ADH1C;CPS1;MMUT;ACAA1;SDHA;PCK1;FTCD;ASS1;OTC
WikiPathway_2023_Human	Complement System WP2806	11/95	2.126178e-05	1.385559e-03	0	0	5.299479e+00	5.701497e+01	C3;C4A;LAMA5;CR1;CFH;C7;F13A1;LAMB1;LAMC1;C8A;ICAM1
WikiPathway_2023_Human	Benzo A Pyrene Metabolism WP696	4/9	4.099277e-05	2.289739e-03	0	0	3.203943e+01	3.236660e+02	EPHX1;AKR1C3;AKR1A1;CYP1B1
WikiPathway_2023_Human	Complement And Coagulation Cascades WP558	8/58	8.131141e-05	3.541170e-03	0	0	6.446046e+00	6.070386e+01	C4B;C3;SERPINA1;CR1;VWF;CFH;C7;CLU
WikiPathway_2023_Human	Ebola Virus Infection In Host WP4217	12/129	8.151031e-05	3.541170e-03	0	0	4.152240e+00	3.909243e+01	HLA-DRB5;GSN;HLA-B;HLA-DPB1;HLA-C;FLNA;FLNB;HLA-A;HLA-DRB1;CTSB;HLA-DPA1;HLA-DQB1
WikiPathway_2023_Human	Alpha 6 Beta 4 Signaling Pathway WP244	6/33	1.338552e-04	5.233738e-03	0	0	8.926460e+00	7.961289e+01	LAMA5;LAMA2;LAMA1;LAMA3;LAMB1;LAMC1
WikiPathway_2023_Human	Complement Activation WP545	5/23	2.038753e-04	6.642938e-03	0	0	1.114026e+01	9.466995e+01	C3;C4B;C4A;C7;C8A
WikiPathway_2023_Human	Tamoxifen Metabolism WP691	5/23	2.038753e-04	6.642938e-03	0	0	1.114026e+01	9.466995e+01	SULT1A1;CYP2C9;UGT2B15;CYP1B1;FMO3
WikiPathway_2023_Human	Iron Metabolism Disorders WP5172	4/17	6.622646e-04	1.991888e-02	0	0	1.231780e+01	9.016440e+01	TF;TFRC;CYBRD1;CP
WikiPathway_2023_Human	Phase I Biotransformations Non P450 WP136	3/8	7.511456e-04	2.097842e-02	0	0	2.398033e+01	1.725123e+02	ESD;PON1;CES1
WikiPathway_2023_Human	Glutathione Metabolism WP100	4/19	1.037380e-03	2.703336e-02	0	0	1.067433e+01	7.334395e+01	GPX1;GSTM1;ANPEP;OPLAH
WikiPathway_2023_Human	Urea Cycle And Related Diseases WP4571	3/9	1.106224e-03	2.703336e-02	0	0	1.998258e+01	1.360175e+02	CPS1;ASS1;OTC
WikiPathway_2023_Human	Complement System In Neuronal Development And Plasticity WP5090	9/106	1.204020e-03	2.762565e-02	0	0	3.736750e+00	2.511877e+01	C4B;C3;C4A;PATJ;CR1;CFH;C7;CLU;C8A
WikiPathway_2023_Human	Pyrimidine Metabolism And Related Diseases WP4225	4/20	1.271769e-03	2.762565e-02	0	0	1.000667e+01	6.671796e+01	CPS1;AGXT2;UMPS;OTC
WikiPathway_2023_Human	Urea Cycle And Associated Pathways WP4595	4/21	1.540800e-03	3.170804e-02	0	0	9.417563e+00	6.098299e+01	ALDH4A1;CPS1;ASS1;OTC
WikiPathway_2023_Human	Photodynamic Therapy Induced NFE2L2 NRF2 Survival Signaling WP3612	4/23	2.192945e-03	4.287208e-02	0	0	8.425376e+00	5.158444e+01	GSTP1;ABCC6;EPHX1;CES1
WikiPathway_2023_Human	Small Cell Lung Cancer WP4658	8/95	2.343821e-03	4.363972e-02	0	0	3.697580e+00	2.239244e+01	LAMA5;LAMA2;LAMC3;LAMA1;LAMA4;LAMA3;LAMB1;LAMC1
WikiPathway_2023_Human	Estrogen Metabolism WP5276	4/24	2.581063e-03	4.587253e-02	0	0	8.003696e+00	4.769846e+01	CYP2C9;AKR1C3;HSD17B4;CYP1B1
WikiPathway_2023_Human	Network Map Of SARS CoV 2 Signaling Pathway WP5115	13/218	2.955027e-03	5.023545e-02	0	0	2.560996e+00	1.491587e+01	ITIH4;IFITM1;HLA-DRB5;GSN;CFH;C8A;TF;TPO;MAVS;SAA1;HRG;HLA-DRB1;CTSB
WikiPathway_2023_Human	Peroxisomal Beta Oxidation Of Tetracosanoyl CoA WP1941	2/4	3.492386e-03	5.689678e-02	0	0	3.989162e+01	2.256737e+02	HSD17B4;ACAA1
WikiPathway_2023_Human	PI3K Akt Signaling Pathway WP4172	17/338	4.369658e-03	6.834145e-02	0	0	2.143854e+00	1.164771e+01	LAMA5;TNXB;VWF;LAMA2;LAMC3;LAMA1;LAMA4;LAMA3;TNC;LAMB1;LAMC1;GH1;COL6A2;COL6A1;ITGA8;COL6A3;PCK1
WikiPathway_2023_Human	Statin Inhibition Of Cholesterol Production WP430	4/29	5.238053e-03	7.877225e-02	0	0	6.401314e+00	3.361846e+01	PDIA2;LRP1;MTTP;APOB
WikiPathway_2023_Human	Metapathway Biotransformation Phase I And II WP702	11/184	5.901649e-03	8.546462e-02	0	0	2.561368e+00	1.314628e+01	SULT1A1;CYP2C9;GSTM1;GSTO1;GSTP1;UGT2B15;EPHX1;AKR1A1;AKR1C3;CYP1B1;FMO3
WikiPathway_2023_Human	Pathways Of Nucleic Acid Metabolism And Innate Immune Sensing WP4705	3/16	6.489695e-03	9.062396e-02	0	0	9.219420e+00	4.644319e+01	MAVS;STING1;ADAR
WikiPathway_2023_Human	Cells And Molecules Involved In Local Acute Inflammatory Response WP4493	3/17	7.738434e-03	1.043354e-01	0	0	8.560451e+00	4.161711e+01	C3;C7;ICAM1
WikiPathway_2023_Human	Benzene Metabolism WP3891	2/6	8.450090e-03	1.101328e-01	0	0	1.994376e+01	9.520311e+01	GSTM1;EPHX1
WikiPathway_2023_Human	Estrogen Metabolism WP697	3/18	9.119112e-03	1.150185e-01	0	0	7.989344e+00	3.752901e+01	SULT1A1;GSTM1;CYP1B1
WikiPathway_2023_Human	Arrhythmogenic Right Ventricular Cardiomyopathy WP2118	6/74	9.634877e-03	1.177262e-01	0	0	3.536871e+00	1.641945e+01	DSP;ACTN3;LAMA2;ACTN2;ITGA8;DMD
WikiPathway_2023_Human	Arachidonate Epoxygenase Epoxide Hydrolase WP678	2/7	1.163887e-02	1.338470e-01	0	0	1.595419e+01	7.105048e+01	CYP2C9;GSTP1
WikiPathway_2023_Human	Aflatoxin B1 Metabolism WP699	2/7	1.163887e-02	1.338470e-01	0	0	1.595419e+01	7.105048e+01	GSTM1;EPHX1
WikiPathway_2023_Human	IL 24 Signaling Pathway WP5413	12/232	1.245230e-02	1.356723e-01	0	0	2.196508e+00	9.633553e+00	FLG;GPX1;TXNRD2;COL6A2;AK1;KRT13;HLA-C;MKI67;MMP9;HLA-DRB1;ICAM1;CTSB
WikiPathway_2023_Human	Type II Interferon Signaling WP619	4/37	1.249157e-02	1.356723e-01	0	0	4.847489e+00	2.124510e+01	HLA-B;TAP1;GBP1;ICAM1
WikiPathway_2023_Human	Urea Cycle And Metabolism Of Amino Groups WP497	3/21	1.407767e-02	1.487667e-01	0	0	6.656762e+00	2.837888e+01	CPS1;ASS1;OTC
WikiPathway_2023_Human	Fatty Acid Biosynthesis WP357	3/22	1.600883e-02	1.604987e-01	0	0	6.306083e+00	2.607323e+01	ECH1;ECHDC3;ACACB
WikiPathway_2023_Human	Familial Hyperlipidemia Type 4 WP5111	3/22	1.600883e-02	1.604987e-01	0	0	6.306083e+00	2.607323e+01	PDIA2;LRP1;MTTP
WikiPathway_2023_Human	Proteasome Degradation WP183	5/62	1.797078e-02	1.756643e-01	0	0	3.510938e+00	1.411049e+01	RPN2;PSMD13;HLA-B;HLA-C;HLA-A
WikiPathway_2023_Human	Hypothesized Pathways In Pathogenesis Of Cardiovascular Disease WP3668	3/25	2.265213e-02	2.148133e-01	0	0	5.445324e+00	2.062417e+01	FBN2;POSTN;FLNA
WikiPathway_2023_Human	Nuclear Receptors Meta Pathway WP2882	14/314	2.375042e-02	2.148133e-01	0	0	1.879287e+00	7.028826e+00	GSTM1;SERPINA1;GSTP1;KTN1;SULT1A1;FABP1;SLC2A9;CYP2C9;AKAP13;CPT2;CYP1B1;PCK1;ACAA1;CES1
WikiPathway_2023_Human	PPAR Signaling Pathway WP3942	5/67	2.430485e-02	2.148133e-01	0	0	3.226968e+00	1.199490e+01	FABP1;CPT2;SORBS1;ACAA1;PCK1
WikiPathway_2023_Human	PPAR Alpha Pathway WP2878	3/26	2.515107e-02	2.148133e-01	0	0	5.208304e+00	1.918143e+01	FABP1;CPT2;ACAA1
WikiPathway_2023_Human	Cell Interactions Of The Pancreatic Cancer Microenvironment WP5284	3/26	2.515107e-02	2.148133e-01	0	0	5.208304e+00	1.918143e+01	IFITM2;BAG3;HLA-DRB1
WikiPathway_2023_Human	Envelope Proteins And Their Potential Roles In EDMD Physiopathology WP4535	4/46	2.600202e-02	2.148133e-01	0	0	3.806982e+00	1.389389e+01	TMEM43;SYNE2;SYNE1;PLEC
WikiPathway_2023_Human	22Q11 2 Copy Number Variation Syndrome WP4657	7/118	2.644497e-02	2.148133e-01	0	0	2.527474e+00	9.181527e+00	ALDH4A1;ARVCF;VWF;TXNRD2;ALDH1A2;PRODH;SEPTIN11
WikiPathway_2023_Human	Male Infertility WP4673	8/145	2.688889e-02	2.148133e-01	0	0	2.342053e+00	8.468963e+00	GPX1;PON1;SIRPA;XPC;APOB;CLU;MMP9;LTF
WikiPathway_2023_Human	Iron Metabolism In Placenta WP2007	2/11	2.856851e-02	2.148133e-01	0	0	8.861622e+00	3.150706e+01	TF;TFRC
WikiPathway_2023_Human	Glyoxylate Metabolism WP5166	2/11	2.856851e-02	2.148133e-01	0	0	8.861622e+00	3.150706e+01	ALDH4A1;GRHPR
WikiPathway_2023_Human	Arsenic Metabolism And Reactive Oxygen Species Generation WP5233	2/11	2.856851e-02	2.148133e-01	0	0	8.861622e+00	3.150706e+01	GSTO1;SDHA
WikiPathway_2023_Human	NPHP1 Deletion Syndrome WP5399	2/11	2.856851e-02	2.148133e-01	0	0	8.861622e+00	3.150706e+01	FLNA;FLNB
WikiPathway_2023_Human	Pancreatic Cancer Subtypes WP5390	4/48	2.985171e-02	2.202268e-01	0	0	3.633564e+00	1.275931e+01	SERPINB3;SPRR3;KRT7;KRT20
WikiPathway_2023_Human	Biomarkers For Urea Cycle Disorders WP4583	2/12	3.373375e-02	2.418555e-01	0	0	7.975051e+00	2.702949e+01	ASS1;OTC
WikiPathway_2023_Human	Vitamin B12 Metabolism WP1533	4/50	3.402060e-02	2.418555e-01	0	0	3.475225e+00	1.174900e+01	SAA1;MMUT;APOB;ICAM1
WikiPathway_2023_Human	Burn Wound Healing WP5055	5/74	3.534049e-02	2.464752e-01	0	0	2.898551e+00	9.689061e+00	FLG;TNC;F13A1;MMP9;ICAM1
WikiPathway_2023_Human	Focal Adhesion PI3K Akt mTOR Signaling Pathway WP3932	13/302	3.647014e-02	2.464752e-01	0	0	1.808719e+00	5.989140e+00	LAMA5;TNXB;VWF;LAMA2;LAMC3;LAMA1;LAMA4;LAMA3;TNC;LAMB1;LAMC1;COL6A2;ITGA8
WikiPathway_2023_Human	Inflammatory Response Pathway WP453	3/30	3.656154e-02	2.464752e-01	0	0	4.435792e+00	1.467697e+01	LAMA5;LAMB1;LAMC1
WikiPathway_2023_Human	Estrogen Receptor Pathway WP2881	2/13	3.923070e-02	2.467858e-01	0	0	7.249675e+00	2.347659e+01	CYP1B1;PCK1
WikiPathway_2023_Human	Ganglio Series Sphingolipid Metabolism WP5299	2/13	3.923070e-02	2.467858e-01	0	0	7.249675e+00	2.347659e+01	HEXB;HEXA
WikiPathway_2023_Human	Female Steroid Hormones In Cardiomyocyte Energy Metabolism WP5318	2/13	3.923070e-02	2.467858e-01	0	0	7.249675e+00	2.347659e+01	MTTP;APOB
WikiPathway_2023_Human	Male Steroid Hormones In Cardiomyocyte Energy Metabolism WP5320	2/13	3.923070e-02	2.467858e-01	0	0	7.249675e+00	2.347659e+01	SULT1A1;AKR1C3
WikiPathway_2023_Human	Ethanol Effects On Histone Modifications WP3996	3/31	3.976344e-02	2.467858e-01	0	0	4.277152e+00	1.379299e+01	ADH1C;ADH1B;ALDH1A2
WikiPathway_2023_Human	Disorders Of Fructose Metabolism WP5178	2/14	4.504004e-02	2.709332e-01	0	0	6.645194e+00	2.060145e+01	SORD;PGM1
WikiPathway_2023_Human	Abnormal Calcium Handling And Its Effects On Muscle Contraction In DMD WP5343	2/14	4.504004e-02	2.709332e-01	0	0	6.645194e+00	2.060145e+01	DMD;TRDN
WikiPathway_2023_Human	Fatty Acids And Lipoproteins Transport In Hepatocytes WP5323	3/35	5.392580e-02	3.194695e-01	0	0	3.741739e+00	1.092643e+01	FABP1;LRP1;APOB
WikiPathway_2023_Human	Deregulation Of Rab And Rab Effector Genes In Bladder Cancer WP2291	2/16	5.752226e-02	3.228305e-01	0	0	5.695297e+00	1.626339e+01	MLPH;SYTL4
WikiPathway_2023_Human	TCA Cycle And Deficiency Of Pyruvate Dehydrogenase Complex PDHc WP2453	2/16	5.752226e-02	3.228305e-01	0	0	5.695297e+00	1.626339e+01	SDHA;PCK1
WikiPathway_2023_Human	Tryptophan Catabolism Leading To NAD Production WP4210	2/16	5.752226e-02	3.228305e-01	0	0	5.695297e+00	1.626339e+01	HAAO;NAPRT
WikiPathway_2023_Human	Enterocyte Cholesterol Metabolism WP5333	3/36	5.779575e-02	3.228305e-01	0	0	3.628167e+00	1.034332e+01	MTTP;APOB;ACAT2
WikiPathway_2023_Human	Selenium Micronutrient Network WP15	5/86	6.049099e-02	3.258000e-01	0	0	2.467612e+00	6.922295e+00	GPX1;TXNRD2;SAA1;APOB;ICAM1
WikiPathway_2023_Human	TYROBP Causal Network In Microglia WP3945	4/61	6.270044e-02	3.258000e-01	0	0	2.802983e+00	7.762544e+00	C3;GPX1;FKBP15;HCLS1
WikiPathway_2023_Human	Fatty Acid Omega Oxidation WP206	2/17	6.416011e-02	3.258000e-01	0	0	5.315337e+00	1.459790e+01	ADH1C;ADH1B
WikiPathway_2023_Human	Amplification And Expansion Of Oncogenic Pathways As Metastatic Traits WP3678	2/17	6.416011e-02	3.258000e-01	0	0	5.315337e+00	1.459790e+01	POSTN;TNC
WikiPathway_2023_Human	Degradation Pathway Of Sphingolipids Including Diseases WP4153	2/17	6.416011e-02	3.258000e-01	0	0	5.315337e+00	1.459790e+01	HEXB;HEXA
WikiPathway_2023_Human	Metabolic Pathway Of LDL HDL And TG Including Diseases WP4522	2/17	6.416011e-02	3.258000e-01	0	0	5.315337e+00	1.459790e+01	MTTP;APOB
WikiPathway_2023_Human	Glycosaminoglycan Degradation WP4815	2/17	6.416011e-02	3.258000e-01	0	0	5.315337e+00	1.459790e+01	HEXB;HEXA
WikiPathway_2023_Human	TAR Syndrome WP5362	4/62	6.578524e-02	3.297696e-01	0	0	2.754514e+00	7.496023e+00	SLK;HLA-B;HLA-C;HLA-A
WikiPathway_2023_Human	Heroin Metabolism WP2645	1/3	7.185992e-02	3.528150e-01	0	0	1.990510e+01	5.241086e+01	CES1
WikiPathway_2023_Human	Ferroptosis WP4313	4/64	7.218722e-02	3.528150e-01	0	0	2.662423e+00	6.998158e+00	TF;TFRC;AKR1C3;CP
WikiPathway_2023_Human	Metabolic Epileptic Disorders WP5355	5/92	7.606893e-02	3.637548e-01	0	0	2.296722e+00	5.916621e+00	CPS1;PCK1;ENO3;ASS1;OTC
WikiPathway_2023_Human	Disorders Of Folate Metabolism And Transport WP4259	2/19	7.814682e-02	3.637548e-01	0	0	4.689522e+00	1.195437e+01	ALDH1L1;FTCD
WikiPathway_2023_Human	Extracellular Vesicles In The Crosstalk Of Cardiac Cells WP4300	2/19	7.814682e-02	3.637548e-01	0	0	4.689522e+00	1.195437e+01	PDLIM5;MMP9
WikiPathway_2023_Human	Cholestasis WP5238	2/19	7.814682e-02	3.637548e-01	0	0	4.689522e+00	1.195437e+01	EPHX1;TJP2
WikiPathway_2023_Human	Folate Metabolism WP176	4/68	8.590013e-02	3.951406e-01	0	0	2.495508e+00	6.125399e+00	GPX1;SAA1;APOB;ICAM1
