Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Retina Homeostasis (GO:0001895)	10/39	2.435940e-08	4.844629e-05	0	0	1.396516e+01	2.448141e+02	IGHG3;PIGR;IGKC;POTEI;POTEJ;POTEE;POTEF;IGHA1;IGHA2;LTF
GO_Biological_Process_2023	Actomyosin Structure Organization (GO:0031032)	13/77	4.408216e-08	4.844629e-05	0	0	8.263108e+00	1.399540e+02	WDR1;ACTN2;SORBS1;MYOM2;TTN;PDLIM1;MYH3;OBSCN;EPB41L3;MYO18A;MYH9;MYH11;MYH6
GO_Biological_Process_2023	Positive Regulation Of Integrin-Mediated Signaling Pathway (GO:2001046)	6/12	1.730787e-07	1.268090e-04	0	0	4.021237e+01	6.260873e+02	LAMA2;LAMA1;FLNA;LAMB1;LAMC1;NID1
GO_Biological_Process_2023	Regulation Of Basement Membrane Organization (GO:0110011)	4/5	1.759563e-06	9.668797e-04	0	0	1.602300e+02	2.123119e+03	LAMA2;LAMB1;LAMC1;NID1
GO_Biological_Process_2023	Peptide Cross-Linking (GO:0018149)	7/27	2.986319e-06	1.206064e-03	0	0	1.409329e+01	1.792873e+02	DSP;KRT2;F13A1;EVPL;TGM4;TGM3;IVL
GO_Biological_Process_2023	Cell-Substrate Junction Assembly (GO:0007044)	7/28	3.897955e-06	1.206064e-03	0	0	1.342149e+01	1.671654e+02	ACTN3;DST;ACTN2;CDH11;LAMC1;SORBS1;PLEC
GO_Biological_Process_2023	Wound Healing (GO:0042060)	11/80	3.970322e-06	1.206064e-03	0	0	6.456522e+00	8.029759e+01	DSP;MACF1;SPRR3;DST;MYH9;MIA3;EPPK1;SYTL4;EVPL;PPL;PLEC
GO_Biological_Process_2023	Regulation Of Integrin-Mediated Signaling Pathway (GO:2001044)	6/19	4.389679e-06	1.206064e-03	0	0	1.855289e+01	2.288732e+02	LAMA2;LAMA1;FLNA;LAMB1;LAMC1;NID1
GO_Biological_Process_2023	Epidermal Cell Differentiation (GO:0009913)	9/54	5.997800e-06	1.464796e-03	0	0	8.076349e+00	9.711097e+01	DSP;SPRR3;ASAH1;KRT16;SPINK5;AKR1C3;EVPL;TGM3;IVL
GO_Biological_Process_2023	Keratinocyte Differentiation (GO:0030216)	8/42	7.060203e-06	1.551833e-03	0	0	9.487273e+00	1.125289e+02	DSP;SPRR3;ASAH1;KRT16;AKR1C3;EVPL;TGM3;IVL
GO_Biological_Process_2023	Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	6/21	8.420117e-06	1.682492e-03	0	0	1.607753e+01	1.878641e+02	ERAP1;HLA-B;HLA-C;TAP1;HLA-A;HLA-DRB1
GO_Biological_Process_2023	Myofibril Assembly (GO:0030239)	8/46	1.432118e-05	2.540122e-03	0	0	8.486869e+00	9.466060e+01	MYH3;OBSCN;WDR1;ADPRHL1;ACTN2;MYOM2;MYH6;TTN
GO_Biological_Process_2023	Regulation Of Extracellular Matrix Organization (GO:1903053)	6/23	1.502347e-05	2.540122e-03	0	0	1.418460e+01	1.575327e+02	LAMA2;LRP1;LAMA1;LAMB1;LAMC1;NID1
GO_Biological_Process_2023	Regulation Of Actin Nucleation (GO:0051125)	6/24	1.961778e-05	3.079992e-03	0	0	1.339588e+01	1.451989e+02	WASHC4;VIL1;GSN;WASHC2C;WASHC1;WASHC2A
GO_Biological_Process_2023	Positive Regulation Of Muscle Cell Differentiation (GO:0051149)	5/15	2.140363e-05	3.136345e-03	0	0	2.006070e+01	2.156916e+02	LAMA2;LAMA1;LAMB1;LAMC1;NID1
